X,Y,MNRF_District,Stocking_Year,Species,Official_Waterbody_Name,Official_French_Waterbody_Name,Unoffcial_Waterbody_Name,Waterbody_Location_Identifier,Geographic_Township,Developmental_Stage,Number_of_Fish_Stocked,Latitude,Longitude,ObjectId
-8543770.91838375,5656222.73327244,Pembroke District,2022,Brook Trout,Belanger Lake,lac Bélanger,,18-3622-50097,BLITHFIELD,Yearlings,700,45.22,-76.75,9499
-8622807.75684697,5646745.48013483,Pembroke District,2016,Rainbow Trout,Shanty Lake,lac Shanty,,18-3061-50046,RAGLAN,Yearlings,1000,45.16,-77.46,9500
-8677354.30733567,5801206.34125248,Pembroke District,2023,Splake,Eeyore Lake,lac Eeyore,,18-2714-51136,MARIA,Yearlings,1325,46.13,-77.95,9501
-8702957.79021813,5596367.83294289,Peterborough Bancroft District,2024,Brook Trout,,,Stick Lake (Unofficial Name),17-7222-49690,ANSTRUTHER,Yearlings,600,44.84,-78.18,9502
-8704070.98512606,5588521.64879708,Peterborough Bancroft District,2024,Brook Trout,,,Little Copper Lake (Unofficial Name),17-7222-49612,ANSTRUTHER,Yearlings,800,44.79,-78.19,9503
-8690712.64623087,5653062.5386325,Peterborough Bancroft District,2024,Brook Trout,,,North Chainy Lake (Unofficial Name),17-7296-50100,MCCLURE,Yearlings,750,45.2,-78.07,9504
-8733014.05273231,5485582.07211476,Peterborough Bancroft District,2024,Brook Trout,,,Millbrook Pond 2 Prov Fishing and Rec (Unofficial Name),17-7034-48894,CAVAN,Yearlings,760,44.13,-78.45,9505
-8733014.05273231,5485582.07211476,Peterborough Bancroft District,2024,Brook Trout,,,Millbrook Pond 1 Prov Fishing and Rec (Unofficial Name),17-7034-48895,CAVAN,Yearlings,742,44.13,-78.45,9506
-8682920.28187534,5632548.29355632,Peterborough Bancroft District,2024,Brook Trout,,,Mitchell Lake (Unofficial Name),17-7355-49949,HERSCHEL,Yearlings,2100,45.07,-78,9507
-8701844.59531019,5602649.68397995,Peterborough Bancroft District,2024,Brook Trout,,,Gil Lake (Unofficial Name),17-7232-49739,ANSTRUTHER,Yearlings,250,44.88,-78.17,9508
-8697391.81567846,5716479.01532683,Peterborough Bancroft District,2024,Brook Trout,Barns Lake,lac Barns,,17-7236-50534,MURCHISON,Yearlings,1035,45.6,-78.13,9509
-8607223.02813591,5638855.39022831,Peterborough Bancroft District,2024,Brook Trout,Big Birch Lake,grand lac Birch,,18-3172-49986,DENBIGH,Yearlings,1300,45.11,-77.32,9510
-8656203.60408495,5580682.25878921,Peterborough Bancroft District,2024,Brook Trout,Big Buck Lake,lac Big Buck,,18-2810-49587,LAKE,Yearlings,750,44.74,-77.76,9511
-8690712.64623087,5653062.5386325,Peterborough Bancroft District,2024,Brook Trout,Chainy Lake,lac Chainy,East Chainy Lake (Chainy Lake) (Unofficial Name),17-7300-50099,MCCLURE,Yearlings,1000,45.2,-78.07,9512
-8660656.38371668,5670457.38474827,Peterborough Bancroft District,2024,Brook Trout,Davis Pond,étang Davis,,18-2800-50217,WICKLOW,Yearlings,700,45.31,-77.8,9513
-8598317.46887245,5632548.29355632,Peterborough Bancroft District,2024,Brook Trout,Eno Lake,lac Eno,,18-3229-49934,DENBIGH,Yearlings,1000,45.07,-77.24,9514
-8602770.24850418,5619947.32821492,Peterborough Bancroft District,2024,Brook Trout,Feeny Lake,lac Feeny,,18-3198-49846,EFFINGHAM,Yearlings,2300,44.99,-77.28,9515
-8665109.16334842,5706937.85231887,Peterborough Bancroft District,2024,Brook Trout,Fish Lake,lac Fish,,18-2777-50469,DICKENS,Yearlings,1080,45.54,-77.84,9516
-8610562.61285971,5651482.85787879,Peterborough Bancroft District,2024,Brook Trout,Graham Lake,lac Graham,,18-3148-50066,DENBIGH,Yearlings,750,45.19,-77.35,9517
-8620581.3670311,5635701.28976242,Peterborough Bancroft District,2024,Brook Trout,Horseshoe Lake,lac Horseshoe,,18-3074-49964,ASHBY,Yearlings,600,45.09,-77.44,9518
-8643958.46009769,5619947.32821492,Peterborough Bancroft District,2024,Brook Trout,Jimmie Lake,lac Jimmie,,18-2908-49851,DUNGANNON,Yearlings,400,44.99,-77.65,9519
-8669561.94298015,5679959.71300799,Peterborough Bancroft District,2024,Brook Trout,Johnson Lake,lac Johnson,,18-2744-50289,WICKLOW,Yearlings,1250,45.37,-77.88,9520
-8601657.05359625,5621521.48619207,Peterborough Bancroft District,2024,Brook Trout,Kilpecker Creek,ruisseau Kilpecker,,18-3200-49854,EFFINGHAM,Yearlings,500,45,-77.27,9521
-8621694.56193904,5621521.48619207,Peterborough Bancroft District,2024,Brook Trout,Little Long Lake,petit lac Long,,18-3067-49861,EFFINGHAM,Yearlings,1400,45,-77.45,9522
-8708523.76475779,5708527.33860456,Peterborough Bancroft District,2024,Brook Trout,Lunch Lake,lac Lunch,,17-7154-50481,AIRY,Yearlings,270,45.55,-78.23,9523
-8695165.4258626,5713297.49498224,Peterborough Bancroft District,2024,Brook Trout,North Moonbeam Lake,lac Moonbeam Nord,,17-7249-50516,MURCHISON,Yearlings,810,45.58,-78.11,9524
-8611675.80776764,5640432.85492059,Peterborough Bancroft District,2024,Brook Trout,Nowlan Lake,lac Nowlan,,18-3141-49996,ASHBY,Yearlings,1000,45.12,-77.36,9525
-8690712.64623087,5711707.15978709,Peterborough Bancroft District,2024,Brook Trout,Otherside Lake,lac Otherside,,17-7282-50506,MURCHISON,Yearlings,1350,45.57,-78.07,9526
-8690712.64623087,5668874.64167682,Peterborough Bancroft District,2024,Brook Trout,Pat Lake,lac Pat,,17-7289-50208,MCCLURE,Yearlings,1200,45.3,-78.07,9527
-8660656.38371668,5676791.15121187,Peterborough Bancroft District,2024,Brook Trout,Poplar Pond,étang Poplar,,18-2803-50263,BANGOR,Yearlings,750,45.35,-77.8,9528
-8607223.02813591,5646745.48013483,Peterborough Bancroft District,2024,Brook Trout,Rainy Lake,lac Rainy,,18-3169-50039,DENBIGH,Yearlings,300,45.16,-77.32,9529
-8608336.22304384,5642010.59611231,Peterborough Bancroft District,2024,Brook Trout,Rettans Lake,lac Rettans,,18-3165-50000,DENBIGH,Yearlings,750,45.13,-77.33,9530
-8594977.88414865,5643588.6139485,Peterborough Bancroft District,2024,Brook Trout,Rose Lake,lac Rose,,18-3256-50014,DENBIGH,Yearlings,450,45.14,-77.21,9531
-8704070.98512606,5710117.10771093,Peterborough Bancroft District,2024,Brook Trout,Seesaw Lake,lac Seesaw,,17-7185-50495,AIRY,Yearlings,720,45.56,-78.19,9532
-8623920.9517549,5623095.9189356,Peterborough Bancroft District,2024,Brook Trout,Sleeper Lake,lac Sleeper,,18-3050-49875,CASHEL,Yearlings,3900,45.01,-77.47,9533
-8606109.83322798,5651482.85787879,Peterborough Bancroft District,2024,Brook Trout,Thirty Eight Lake,lac Thirty Eight,,18-3179-50074,DENBIGH,Yearlings,450,45.19,-77.31,9534
-8698505.0105864,5708527.33860456,Peterborough Bancroft District,2024,Brook Trout,Tuya Lake,lac Tuya,,17-7229-50479,AIRY,Yearlings,405,45.55,-78.14,9535
-8620581.3670311,5642010.59611231,Peterborough Bancroft District,2024,Brook Trout,Twintoor Lakes,lacs Twintoor,,18-3087-50004,ASHBY,Yearlings,1250,45.13,-77.44,9536
-8620581.3670311,5642010.59611231,Peterborough Bancroft District,2024,Brook Trout,Twintoor Lakes,lacs Twintoor,,18-3087-50004,ASHBY,Yearlings,750,45.13,-77.44,9537
-8691825.8411388,5718070.20077516,Peterborough Bancroft District,2024,Brook Trout,Wish Lake,lac Wish,,17-7274-50554,MURCHISON,Yearlings,1215,45.61,-78.08,9538
-8667335.55316428,5678375.29210697,Peterborough Bancroft District,2024,Brook Trout,Yuill Lake,lac Yuill,,18-2757-50271,WICKLOW,Yearlings,1650,45.36,-77.86,9539
-8692939.03604673,5566588.42148956,Peterborough Bancroft District,2024,Brown Trout,Eels Creek,ruisseau Eels,,17-7329-49406,BURLEIGH,Yearlings,2275,44.65,-78.09,9540
-8666222.35825635,5624670.62658942,Peterborough Bancroft District,2024,Lake Trout,Bay Lake,lac Bay,,18-2749-49893,FARADAY,Yearlings,616,45.02,-77.85,9541
-8691825.8411388,5660965.11025166,Peterborough Bancroft District,2024,Lake Trout,Big Mink Lake,grand lac Mink,,17-7292-50149,MCCLURE,Yearlings,352,45.25,-78.08,9542
-8735240.44254818,5571283.93410189,Peterborough Bancroft District,2024,Lake Trout,Concession Lake,lac Concession,,17-7008-49507,GALWAY,Yearlings,300,44.68,-78.47,9543
-8686259.86659914,5632548.29355632,Peterborough Bancroft District,2024,Lake Trout,Diamond Lake,lac Diamond,,17-7334-49952,HERSCHEL,Yearlings,660,45.07,-78.03,9544
-8731900.85782438,5594798.05173044,Peterborough Bancroft District,2024,Lake Trout,Fortescue Lake,lac Fortescue,,17-7023-49679,CAVENDISH,Yearlings,580,44.83,-78.44,9545
-8653977.21426909,5582249.59411092,Peterborough Bancroft District,2024,Lake Trout,Freen Lake,lac Freen,,18-2825-49594,LAKE,Yearlings,176,44.75,-77.74,9546
-8699618.20549433,5593228.54285185,Peterborough Bancroft District,2024,Lake Trout,Little Anstruther Lake,petit lac Anstruther,,17-7247-49674,ANSTRUTHER,Yearlings,176,44.82,-78.15,9547
-8636166.09574216,5626245.60929754,Peterborough Bancroft District,2024,Lake Trout,Mayo Lake,lac Mayo,,18-2962-49902,MAYO,Yearlings,704,45.03,-77.58,9548
-8705184.18003399,5585385.07849073,Peterborough Bancroft District,2024,Lake Trout,Rathbun Lake,lac Rathbun,,17-7213-49618,ANSTRUTHER,Yearlings,748,44.77,-78.2,9549
-8650637.62954529,5607363.93874804,Peterborough Bancroft District,2024,Lake Trout,Robinson Lake,lac Robinson,,18-2854-49764,LIMERICK,Yearlings,264,44.91,-77.71,9550
-8619468.17212317,5643588.6139485,Peterborough Bancroft District,2024,Lake Trout,Trout Lake,lac Trout,,18-3086-50023,ASHBY,Yearlings,1320,45.14,-77.43,9551
-8637279.2906501,5630972.20918911,Peterborough Bancroft District,2024,Lake Trout,Whyte Lake,lac Whyte,,18-2959-49931,MAYO,Yearlings,308,45.06,-77.59,9552
-8691825.8411388,5574415.62665529,Peterborough Bancroft District,2024,Rainbow Trout,,,Sucker Lake (Unofficial Name),17-7310-49538,BURLEIGH,Yearlings,600,44.7,-78.08,9553
-8704070.98512606,5586953.22783219,Peterborough Bancroft District,2024,Rainbow Trout,,,Mountain Lake (Unofficial Name),17-7219-49622,ANSTRUTHER,Yearlings,300,44.78,-78.19,9554
-8661769.57862462,5629396.40045314,Peterborough Bancroft District,2024,Rainbow Trout,,,York River (Unofficial Name),18-2784-49922,DUNGANNON,Yearlings,1200,45.05,-77.81,9555
-8707410.56984986,5566588.42148956,Peterborough Bancroft District,2024,Rainbow Trout,,,Mountain Lake (Unofficial Name),17-7202-49484,BURLEIGH,Yearlings,500,44.65,-78.22,9556
-8696278.62077053,5801206.34125248,Pembroke District,2022,Brook Trout,Big Bissett Lake,grand lac Bissett,,17-7222-51132,FITZGERALD,Yearlings,2500,46.13,-78.12,9557
-8615015.39249144,5740376.6555565,Pembroke District,2023,Splake,Flat Iron Lake,lac Flat Iron,,18-3139-50699,FRASER,Yearlings,1500,45.75,-77.39,9558
-8625034.14666284,5743567.85545299,Pembroke District,2022,Brook Trout,Big Trout Lake,grand lac Trout,,18-3070-50713,FRASER,Yearlings,2400,45.77,-77.48,9559
-8620581.3670311,5654642.49704846,Pembroke District,2023,Splake,Genricks Lake,lac Genricks,,18-3076-50097,RAGLAN,Yearlings,925,45.21,-77.44,9560
-8684033.47678327,5817283.80047497,Pembroke District,2022,Brook Trout,Billys Lake,lac Billys,,17-7300-51238,MARIA,Yearlings,2500,46.23,-78.01,9561
-8620581.3670311,5654642.49704846,Pembroke District,2023,Splake,Genricks Lake,lac Genricks,,18-3076-50097,RAGLAN,Yearlings,1227,45.21,-77.44,9562
-8567148.01145033,5667292.17772957,Pembroke District,2022,Brook Trout,Black Lake,lac Black,,18-3457-50171,BROUGHAM,Yearlings,650,45.29,-76.96,9563
-8638392.48555803,5687886.02276011,Pembroke District,2023,Splake,Gun Lake,lac Gun,,18-2965-50331,RADCLIFFE,Yearlings,2000,45.42,-77.6,9564
-8609449.41795178,5679959.71300799,Pembroke District,2022,Brook Trout,Buck Lake,lac Buck,,18-3160-50273,BRUDENELL,Yearlings,500,45.37,-77.34,9565
-8637279.2906501,5686300.19961835,Pembroke District,2023,Splake,Halfway Lake,lac Halfway,,18-2967-50318,RADCLIFFE,Yearlings,1227,45.41,-77.59,9566
-8603883.44341211,5686300.19961835,Pembroke District,2022,Brook Trout,Buckskin Lake,lac Buckskin,,18-3205-50309,SEBASTOPOL,Yearlings,2499,45.41,-77.29,9567
-8637279.2906501,5686300.19961835,Pembroke District,2023,Splake,Halfway Lake,lac Halfway,,18-2967-50318,RADCLIFFE,Yearlings,1227,45.41,-77.59,9568
-8597204.27396452,5670457.38474827,Pembroke District,2022,Brook Trout,Canoe Lake,lac Canoe,,18-3245-50203,GRIFFITH,Yearlings,450,45.31,-77.23,9569
-8602770.24850418,5664128.08662131,Pembroke District,2023,Splake,Joyces Lake,lac Joyces,,18-3204-50157,LYNDOCH,Yearlings,3000,45.27,-77.28,9570
-8709636.95966572,5814065.96812732,Pembroke District,2022,Brook Trout,Clara Lake,lac Clara,,17-7126-51213,CLARA,Yearlings,5000,46.21,-78.24,9571
-8695165.4258626,5796388.79736468,Pembroke District,2023,Splake,Little Lake,lac Little,,17-7233-51100,FITZGERALD,Yearlings,1850,46.1,-78.11,9572
-8609449.41795178,5686300.19961835,Pembroke District,2022,Brook Trout,Deep Lake,lac Deep,,18-3168-50310,BRUDENELL,Yearlings,875,45.41,-77.34,9573
-8655090.40917702,5692645.17812325,Pembroke District,2023,Splake,McMaster Lake,lac McMaster,,18-2843-50369,JONES,Yearlings,1850,45.45,-77.75,9574
-8671788.33279601,5797994.3539533,Pembroke District,2022,Brook Trout,Devon Lake,lac Devon,,18-2756-51105,HEAD,Yearlings,1500,46.11,-77.9,9575
-8671788.33279601,5807633.81667297,Pembroke District,2023,Splake,Menet Lake,lac Menet,,18-2760-51175,HEAD,Yearlings,700,46.17,-77.9,9576
-8627260.5364787,5662546.45916734,Pembroke District,2022,Brook Trout,Dropledge Lake,lac Dropledge,,18-3032-50152,RAGLAN,Yearlings,3100,45.26,-77.5,9577
-8691825.8411388,5812457.49134197,Pembroke District,2023,Splake,Mousseau Lake,lac Mousseau,,17-7252-51202,MARIA,Yearlings,400,46.2,-78.08,9578
-8578279.96052966,5640432.85492059,Pembroke District,2022,Brook Trout,Druces Lake,lac Druces,,18-3375-49996,MATAWATCHAN,Yearlings,600,45.12,-77.06,9579
-8670675.13788808,5810849.30727477,Pembroke District,2023,Splake,Perch Lake,lac Perch,,18-2766-51200,HEAD,Yearlings,400,46.19,-77.89,9580
-8590525.10451692,5672040.40709065,Pembroke District,2022,Brook Trout,Dugan Lake,lac Dugan,,18-3298-50210,GRIFFITH,Yearlings,1000,45.32,-77.17,9581
-8574940.37580586,5657803.24745032,Pembroke District,2023,Splake,Poplar Lake,lac Poplar,,18-3404-50107,MATAWATCHAN,Yearlings,400,45.23,-77.03,9582
-8548223.69801548,5654642.49704846,Pembroke District,2022,Brook Trout,Elbow Lake,lac Elbow,,18-3593-50086,BLITHFIELD,Yearlings,850,45.21,-76.79,9583
-8666222.35825635,5703759.72761358,Pembroke District,2023,Splake,Spectacle Lakes,lacs Spectacle,,18-2762-50460,JONES,Yearlings,925,45.52,-77.85,9584
-8577166.76562173,5675207.2901755,Pembroke District,2022,Brook Trout,Eleanor Lake,lac Eleanor,,18-3392-50230,BROUGHAM,Yearlings,700,45.34,-77.05,9585
-8666222.35825635,5703759.72761358,Pembroke District,2023,Splake,Spectacle Lakes,lacs Spectacle,,18-2762-50460,JONES,Yearlings,950,45.52,-77.85,9586
-8701844.59531019,5810849.30727477,Pembroke District,2022,Brook Trout,Gardiner Lake,lac Gardiner,,17-7182-51196,CLARA,Yearlings,1000,46.19,-78.17,9587
-8632826.51101837,5775543.00186187,Pembroke District,2023,Splake,Wylie Lake,lac Wylie,,18-3016-50941,WYLIE,Yearlings,1100,45.97,-77.55,9588
-8542657.72347581,5657803.24745032,Pembroke District,2022,Brook Trout,Gling Lake,lac Gling,,18-3631-50099,BLITHFIELD,Yearlings,500,45.23,-76.74,9589
-8557129.25727894,5659384.03972804,Pembroke District,2016,Rainbow Trout,Shiner Lake,lac Shiner,,18-3525-50118,BROUGHAM,Yearlings,1000,45.24,-76.87,9590
-8583845.93506932,5718070.20077516,Pembroke District,2023,Walleye,Lake Doré,lac Doré,,18-3351-50535,WILBERFORCE,Fingerlings,9619,45.61,-77.11,9591
-8573827.18089793,5675207.2901755,Pembroke District,2024,Brook Trout,,,Little Tooey Lake (Unofficial Name),18-3414-50232,BROUGHAM,Yearlings,450,45.34,-77.02,9592
-8574940.37580586,5654642.49704846,Pembroke District,2017,Lake Trout,Morrow Lake,lac Morrow,,18-3402-50088,MATAWATCHAN,Yearlings,800,45.21,-77.03,9593
-8589411.90960899,5679959.71300799,Pembroke District,2024,Brook Trout,,,Joemur Lake (Unofficial Name),18-3305-50266,SEBASTOPOL,Yearlings,500,45.37,-77.16,9594
-8589411.90960899,5676791.15121187,Pembroke District,2024,Brook Trout,,,White Pine Lake (Unofficial Name),18-3307-50246,GRIFFITH,Yearlings,500,45.35,-77.16,9595
-8556016.06237101,5660965.11025166,Pembroke District,2024,Brook Trout,,,Centre Lake (Unofficial Name),18-3533-50128,BROUGHAM,Yearlings,300,45.25,-76.86,9596
-8638392.48555803,5783554.81373572,Pembroke District,2024,Brook Trout,,,Chain Of Lakes 1 (Unofficial Name),18-2982-51001,WYLIE,Yearlings,800,46.02,-77.6,9597
-8623920.9517549,5746760.19984388,Pembroke District,2024,Brook Trout,,,Wormy Lake (Unofficial Name),18-3075-50741,MCKAY,Yearlings,600,45.79,-77.47,9598
-8669561.94298015,5702171.08889624,Pembroke District,2024,Brook Trout,,,Little Beaver Lake (Unofficial Name),18-2746-50441,JONES,Yearlings,1600,45.51,-77.88,9599
-8668448.74807221,5702171.08889624,Pembroke District,2024,Brook Trout,,,Loon Lake (Unofficial Name),18-2752-50441,JONES,Yearlings,1000,45.51,-77.87,9600
-8639505.68046596,5729216.4513729,Pembroke District,2024,Brook Trout,Acorn Lake,lac Acorn,,18-2965-50627,RICHARDS,Yearlings,1725,45.68,-77.61,9601
-8541544.52856788,5653062.5386325,Pembroke District,2024,Brook Trout,Bailey Lake,lac Bailey,,18-3640-50071,BLITHFIELD,Yearlings,1050,45.2,-76.73,9602
-8668448.74807221,5793178.55753652,Pembroke District,2024,Brook Trout,Beaver Lake,lac Beaver,,18-2773-51070,HEAD,Yearlings,1195,46.08,-77.87,9603
-8626147.34157077,5648324.32877549,Pembroke District,2024,Brook Trout,Beeches Lake,lac Beeches,,18-3042-50054,RAGLAN,Yearlings,500,45.17,-77.49,9604
-8630600.1212025,5738781.48441581,Pembroke District,2024,Brook Trout,Beechnut Lake,lac Beechnut,,18-3025-50689,RICHARDS,Yearlings,4100,45.74,-77.53,9605
-8543770.91838375,5656222.73327244,Pembroke District,2024,Brook Trout,Belanger Lake,lac Bélanger,,18-3622-50097,BLITHFIELD,Yearlings,1000,45.22,-76.75,9606
-8696278.62077053,5801206.34125248,Pembroke District,2024,Brook Trout,Big Bissett Lake,grand lac Bissett,,17-7222-51132,FITZGERALD,Yearlings,2290,46.13,-78.12,9607
-8625034.14666284,5743567.85545299,Pembroke District,2024,Brook Trout,Big Trout Lake,grand lac Trout,,18-3070-50713,FRASER,Yearlings,2400,45.77,-77.48,9608
-8684033.47678327,5817283.80047497,Pembroke District,2024,Brook Trout,Billys Lake,lac Billys,,17-7300-51238,MARIA,Yearlings,1760,46.23,-78.01,9609
-8567148.01145033,5667292.17772957,Pembroke District,2024,Brook Trout,Black Lake,lac Black,,18-3457-50171,BROUGHAM,Yearlings,650,45.29,-76.96,9610
-8609449.41795178,5679959.71300799,Pembroke District,2024,Brook Trout,Buck Lake,lac Buck,,18-3160-50273,BRUDENELL,Yearlings,475,45.37,-77.34,9611
-8603883.44341211,5686300.19961835,Pembroke District,2024,Brook Trout,Buckskin Lake,lac Buckskin,,18-3205-50309,SEBASTOPOL,Yearlings,2227,45.41,-77.29,9612
-8597204.27396452,5670457.38474827,Pembroke District,2024,Brook Trout,Canoe Lake,lac Canoe,,18-3245-50203,GRIFFITH,Yearlings,500,45.31,-77.23,9613
-8709636.95966572,5814065.96812732,Pembroke District,2024,Brook Trout,Clara Lake,lac Clara,,17-7126-51213,CLARA,Yearlings,3500,46.21,-78.24,9614
-8609449.41795178,5686300.19961835,Pembroke District,2024,Brook Trout,Deep Lake,lac Deep,,18-3168-50310,BRUDENELL,Yearlings,850,45.41,-77.34,9615
-8671788.33279601,5797994.3539533,Pembroke District,2024,Brook Trout,Devon Lake,lac Devon,,18-2756-51105,HEAD,Yearlings,1055,46.11,-77.9,9616
-8627260.5364787,5662546.45916734,Pembroke District,2024,Brook Trout,Dropledge Lake,lac Dropledge,,18-3032-50152,RAGLAN,Yearlings,2500,45.26,-77.5,9617
-8578279.96052966,5640432.85492059,Pembroke District,2024,Brook Trout,Druces Lake,lac Druces,,18-3375-49996,MATAWATCHAN,Yearlings,600,45.12,-77.06,9618
-8590525.10451692,5672040.40709065,Pembroke District,2024,Brook Trout,Dugan Lake,lac Dugan,,18-3298-50210,GRIFFITH,Yearlings,1000,45.32,-77.17,9619
-8548223.69801548,5654642.49704846,Pembroke District,2024,Brook Trout,Elbow Lake,lac Elbow,,18-3593-50086,BLITHFIELD,Yearlings,900,45.21,-76.79,9620
-8577166.76562173,5675207.2901755,Pembroke District,2024,Brook Trout,Eleanor Lake,lac Eleanor,,18-3392-50230,BROUGHAM,Yearlings,750,45.34,-77.05,9621
-8701844.59531019,5810849.30727477,Pembroke District,2024,Brook Trout,Gardiner Lake,lac Gardiner,,17-7182-51196,CLARA,Yearlings,700,46.19,-78.17,9622
-8574940.37580586,5654642.49704846,Pembroke District,2018,Lake Trout,Morrow Lake,lac Morrow,,18-3402-50088,MATAWATCHAN,Yearlings,1000,45.21,-77.03,9623
-8542657.72347581,5657803.24745032,Pembroke District,2024,Brook Trout,Gling Lake,lac Gling,,18-3631-50099,BLITHFIELD,Yearlings,500,45.23,-76.74,9624
-8588298.71470106,5665709.99275991,Pembroke District,2024,Brook Trout,Godin Lake,lac Godin,,18-3312-50165,GRIFFITH,Yearlings,2000,45.28,-77.15,9625
-8600543.85868832,5660965.11025166,Pembroke District,2024,Brook Trout,Green Lake,lac Green,,18-3223-50131,LYNDOCH,Yearlings,2500,45.25,-77.26,9626
-8582732.74016139,5675207.2901755,Pembroke District,2024,Brook Trout,Hardwood Lake,lac Hardwood,,18-3350-50229,GRIFFITH,Yearlings,500,45.34,-77.1,9627
-8653977.21426909,5801206.34125248,Pembroke District,2024,Brook Trout,Harvey Lake,lac Harvey,,18-2882-51121,HEAD,Yearlings,400,46.13,-77.74,9628
-8663995.96844048,5794783.53194391,Pembroke District,2024,Brook Trout,Head Lake,lac Head,,18-2805-51085,HEAD,Yearlings,900,46.09,-77.83,9629
-8569374.4012662,5654642.49704846,Pembroke District,2024,Brook Trout,Heifer Lake,lac Heifer,,18-3438-50089,BROUGHAM,Yearlings,450,45.21,-76.98,9630
-8567148.01145033,5667292.17772957,Pembroke District,2024,Brook Trout,Joes Lake,lac Joes,,18-3456-50177,BROUGHAM,Yearlings,450,45.29,-76.96,9631
-8606109.83322798,5724437.7812337,Pembroke District,2024,Brook Trout,Jonsons Lake,lac Jonsons,,18-3199-50585,NORTH ALGONA,Yearlings,3000,45.65,-77.31,9632
-8568261.20635827,5665709.99275991,Pembroke District,2024,Brook Trout,Lake of the Hills,Lake of the Hills,,18-3445-50161,BROUGHAM,Yearlings,450,45.28,-76.97,9633
-8552676.47764721,5660965.11025166,Pembroke District,2024,Brook Trout,Little Black Lake,petit lac Black,,18-3564-50128,BLITHFIELD,Yearlings,450,45.25,-76.83,9634
-8589411.90960899,5679959.71300799,Pembroke District,2024,Brook Trout,Little Trout Lake,petit lac Trout,,18-3304-50276,SEBASTOPOL,Yearlings,1000,45.37,-77.16,9635
-8571600.79108207,5668874.64167682,Pembroke District,2024,Brook Trout,Long Lake,lac Long,,18-3426-50189,BROUGHAM,Yearlings,720,45.3,-77,9636
-8576053.5707138,5657803.24745032,Pembroke District,2024,Brook Trout,Lost Lake,lac Lost,,18-3391-50107,MATAWATCHAN,Yearlings,450,45.23,-77.04,9637
-8572713.98599,5670457.38474827,Pembroke District,2024,Brook Trout,Louies Lake,lac Louies,,18-3422-50195,BROUGHAM,Yearlings,450,45.31,-77.01,9638
-8558242.45218687,5659384.03972804,Pembroke District,2024,Brook Trout,Marble Lake,lac Marble,,18-3522-50121,BROUGHAM,Yearlings,300,45.24,-76.88,9639
-8626147.34157077,5662546.45916734,Pembroke District,2024,Brook Trout,Marquardt Lake,lac Marquardt,,18-3039-50151,RAGLAN,Yearlings,600,45.26,-77.49,9640
-8569374.4012662,5667292.17772957,Pembroke District,2024,Brook Trout,McCool Lake,lac McCool,,18-3446-50173,BROUGHAM,Yearlings,1200,45.29,-76.98,9641
-8659543.18880875,5729216.4513729,Pembroke District,2024,Brook Trout,McDonald Lake,lac McDonald,,18-2821-50622,BURNS,Yearlings,500,45.68,-77.79,9642
-8660656.38371668,5793178.55753652,Pembroke District,2024,Brook Trout,Mill Lake,lac Mill,,18-2831-51076,HEAD,Yearlings,640,46.08,-77.8,9643
-8541544.52856788,5657803.24745032,Pembroke District,2024,Brook Trout,Mud Lake,lac Mud,,18-3635-50099,BLITHFIELD,Yearlings,500,45.23,-76.73,9644
-8671788.33279601,5804419.49507922,Pembroke District,2024,Brook Trout,Oliver Lake,lac Oliver,,18-2761-51146,HEAD,Yearlings,600,46.15,-77.9,9645
-8659543.18880875,5793178.55753652,Pembroke District,2024,Brook Trout,Parkline Lake,lac Parkline,,18-2836-51069,BRONSON,Yearlings,2600,46.08,-77.79,9646
-8687373.06150707,5804419.49507922,Pembroke District,2024,Brook Trout,Piglet Lake,lac Piglet,,17-7281-51157,MARIA,Yearlings,2110,46.15,-78.04,9647
-8702957.79021813,5809241.41577023,Pembroke District,2024,Brook Trout,Rattail Lake,lac Rattail,,17-7175-51183,CLARA,Yearlings,400,46.18,-78.18,9648
-8707410.56984986,5809241.41577023,Pembroke District,2024,Brook Trout,Redpine Lake,lac Redpine,,17-7135-51179,CLARA,Yearlings,800,46.18,-78.22,9649
-8570487.59617413,5643588.6139485,Pembroke District,2024,Brook Trout,Salmond Lake,lac Salmond,,18-3433-50002,MATAWATCHAN,Yearlings,600,45.14,-76.99,9650
-8558242.45218687,5659384.03972804,Pembroke District,2024,Brook Trout,Scully Lake,lac Scully,,18-3519-50112,BROUGHAM,Yearlings,1600,45.24,-76.88,9651
-8608336.22304384,5664128.08662131,Pembroke District,2024,Brook Trout,Serpent Lake,lac Serpent,,18-3170-50161,LYNDOCH,Yearlings,875,45.27,-77.33,9652
-8672901.52770394,5797994.3539533,Pembroke District,2024,Brook Trout,Soldier Lake,lac Soldier,,18-2750-51111,HEAD,Yearlings,830,46.11,-77.91,9653
-8551563.28273927,5662546.45916734,Pembroke District,2024,Brook Trout,St. Pierre Lake,lac St-Pierre,,18-3570-50143,BLITHFIELD,Yearlings,500,45.26,-76.82,9654
-8570487.59617413,5654642.49704846,Pembroke District,2024,Brook Trout,Steer Lake,lac Steer,,18-3432-50087,BROUGHAM,Yearlings,750,45.21,-76.99,9655
-8694052.23095467,5804419.49507922,Pembroke District,2024,Brook Trout,Stoney Lake,lac Stoney,,17-7239-51164,MARIA,Yearlings,315,46.15,-78.1,9656
